head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,frame,gesture,speaker
46.72906603739786,83.0137941606537,25.65142518642043,-133.24085922649073,-133.24085922649073,138.77120789473486,200.74564564717875,-133.24085922649073,-133.24085922649073,-133.24085922649073,27.34242615720667,52.422601201093215,16.9304967904421,74.59763305732616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tomorrow,aslu_m_1
29.465718263651663,70.06052798964807,16.073531988606447,54.996942525944995,-146.84477495626064,124.00639503490392,193.94778210415606,-146.84477495626064,-146.84477495626064,-146.84477495626064,10.348789215605091,34.660176227104955,-0.1687617701043619,53.98799824552582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,tomorrow,aslu_m_1
11.960117533494364,55.95286387968033,7.215833354357979,40.62828759435005,60.1164667680324,107.2837308470702,178.47768482370748,-160.7012080375804,-160.7012080375804,-160.7012080375804,-8.039765791161384,15.816797185337846,-18.517584728393413,31.209192646265524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.124200327987,1042.1242003279874,-252.37408524526774,-260.24524601342694,-266.7294221298005,-266.9643957760545,-248.77176518061577,-244.55686785118365,1042.1242003279874,-260.37233291153063,-243.67457371602782,-236.63176370894934,-237.27131266076702,-252.4202570822587,-238.55041056440234,-232.28200794432937,-230.8410799184686,-242.46861933642106,1042.1242003279872,-227.18481647974147,-227.1578447927039,2.0,tomorrow,aslu_m_1
16.960023956182596,60.19993507640339,1.1087846684320717,41.27863543875376,4.73632390332876,113.19022960870332,182.49971851474186,-155.3023996746138,-155.3023996746138,-155.3023996746138,-2.176406108880187,21.682103252528307,-12.726098913776289,39.15394962742381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-289.84529956400627,-290.5209998952756,979.517498078504,979.517498078504,979.517498078504,-319.45665080249074,-318.6794968091492,-322.20293226845735,979.517498078504,-319.4663130560215,-309.5185646149479,-302.45236918927014,979.517498078504,-316.64273356180956,-306.6998162475013,-299.63362082182357,-295.39100489035775,-310.27639410122816,-304.5905860986817,-297.51955954623867,-294.6911489252615,3.0,tomorrow,aslu_m_1
14.780136941937574,59.37695869859619,2.1236253058100614,45.221113683227195,4.480365361035317,112.20961414018909,190.79527922932937,-155.6205526826309,-155.6205526826309,-155.6205526826309,-5.212018963157839,19.043522344404902,-14.27523309244738,38.31829439896812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.08322554910335,-110.84047081166791,1164.9402629809567,1164.9402629809567,-135.47174791663525,-135.50222315628505,-135.36000537125256,-140.98623844176464,-117.76913841433776,-136.2143909016636,-124.79939014917372,-117.03665384252602,-112.82459784955442,-134.0880460787446,-121.26902666193085,-114.22861651387828,-112.84491467598765,-128.4211793553661,-119.16299866544503,-112.82459784955442,-112.1530637570423,4.0,tomorrow,aslu_m_1
14.87934925974854,57.944437438079504,2.239010734545129,44.66375186169696,3.5777248355512006,112.8319974205605,192.06074099511574,-155.6859174049425,-155.6859174049425,-155.6859174049425,-5.11141073314335,19.18213188207531,-13.655496305218259,38.44551482581633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-168.591243506214,-174.90961441285384,1105.7606016469256,1105.7606016469256,1105.7606016469256,-205.2483156156335,-196.69311959060664,-189.62213844601928,-183.26875821361898,-202.44092875325518,-190.33973935820634,-181.1509648028189,-175.50818361745343,-196.7841438375853,-185.40755721987568,-176.9223798463709,-172.69379488992288,-188.29896646408048,-180.46837321639285,-175.5221873477578,-173.41139580210992,5.0,tomorrow,aslu_m_1
-57.66158785837697,-57.66158785837695,99.38199594175028,141.40021417099754,109.26263071421494,-57.66158785837696,-57.66158785837696,-57.66158785837696,-57.66158785837696,-57.66158785837696,88.66523428646063,-57.66158785837696,80.24421561196921,-57.66158785837696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.25639452770255,-8.915673531489729,12.702197754494337,31.17582317499484,45.49354002114817,10.961464370275285,12.558273156678474,11.03079808812142,8.952843800947841,1.1022101425005768,3.8892730945062888,0.6210646417301832,-1.2436313297814006,-9.734039935214657,-6.307202036222954,-8.598414639058532,-10.676368926232113,-20.01981079431336,-15.526681317011667,-17.054156385568724,-18.15511482280178,6.0,tomorrow,aslu_m_1
20.78035249252902,63.016188881393305,-1.4657023969422343,23.746389911614475,14.269541964582885,114.14071049965062,179.78609976066866,-156.8305146128934,-156.8305146128934,-156.8305146128934,0.6447356343528129,24.405059667391768,-11.675343099769133,42.84351052320807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.91209760815147,-10.3934055906213,12.248149907233856,29.369572991565942,43.496606053703914,9.67509231505994,13.980794828159572,12.203086895181091,9.81703791759479,0.8811830518574151,4.391535905761618,0.8361200398046478,-0.1935534348233563,-8.70807587054054,-5.80606406124415,-8.192113038830446,-10.391153401829124,-18.858360636701356,-16.003664028249915,-16.61200507285773,-17.828687162073354,7.0,tomorrow,aslu_m_1
-57.90572907280255,-57.905729072802544,100.60859826080508,141.53671021100897,107.61357561824043,-57.90572907280254,-57.90572907280254,-57.90572907280254,-57.90572907280254,-57.90572907280254,89.91247186821414,-57.90572907280254,81.48020569695426,-57.90572907280254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.535040446010758,-10.221989425735934,10.848811235670725,27.619629984550695,41.564238168041214,10.050147885127286,14.228797668768937,12.4472495492899,10.235480916051733,1.2659626416817285,3.6630643058443404,2.0657376047574587,0.03819038991144954,-9.483992139635026,-5.735562869752501,-7.148668152447227,-9.360436785685394,-18.63662021986489,-14.765747208565033,-16.363073909651913,-17.776179192346635,8.0,tomorrow,aslu_m_1
18.25190014592272,64.06181925034107,3.1832061536634098,26.303554357476642,12.844513736310054,114.42037854476453,181.71874719706082,-157.33587175848157,-157.33587175848157,-157.33587175848157,-0.861589785679276,21.799761896811276,-10.875927079398622,41.161250858172274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.452938564130818,16.17226325451227,-4.588687788813578,-17.37734726775061,-30.332321059882428,-9.903998642946119,-17.459154990727978,-14.883982003449075,-10.067614088900843,-1.5990784521677766,-10.897836221254673,-3.6726096326223145,-0.01909247681745421,7.702378184159167,-0.5998431393791276,4.46599624496126,8.036356244168735,16.256769844729668,9.614992785899034,12.521444965947449,15.17842567620371,9.0,tomorrow,aslu_m_1
