head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,frame,gesture,speaker
269.3970491318467,332.3768271379538,173.39191398112692,-381.50415233575825,-381.50415233575825,483.74933493268986,-381.50415233575825,-381.50415233575825,-381.50415233575825,-381.50415233575825,223.88224665674616,285.8085629507236,189.21082970089364,331.2081495225693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boy,aslu_m_1
-163.5062689093231,-254.29061822504602,-111.97734592467664,-141.09461017081023,-221.62263113808652,-395.5598381065884,471.4997345518139,471.4997345518139,471.4997345518139,471.4997345518139,-115.26640393833414,-173.92047940618883,-87.68416631476619,-221.07657607343558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0972119399444,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,-53.304860596997166,1.0,boy,aslu_m_1
-194.15835377858335,-274.30736837548176,-130.3629936211523,4.628258336107451,-51.55940516342965,-422.7046445014358,450.11684740627703,450.11684740627703,450.11684740627703,450.11684740627703,-148.49062035403648,-203.73847463759387,-122.44523731694471,-257.3285502125575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8574695849235,77.39053558793599,31.873701910115734,-4.04175782389866,-38.2190017396708,17.214064093122236,-21.765957842641573,-40.964523634075825,-57.67932652856723,30.040565916394073,-19.94536813745231,-40.964523634075825,-58.17566089833806,38.89639278149934,-3.8895563385370235,-26.315341057525988,-46.424201701554885,54.705082919573584,18.208823880752618,-2.6455838419768685,-25.15583349600158,2.0,boy,aslu_m_1
-133.55207749148022,-225.15623598206983,-82.52030012314054,40.62704805557976,41.61615587895529,-367.8579945050591,504.74924696474733,504.74924696474733,-310.7471194858543,504.74924696474733,-88.04763604169408,-134.2732551816602,-68.51155913629884,-185.82476688152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.99116718340287,94.14622291713728,59.982929332873205,25.61760494080459,-3.836308038196994,24.45690511074977,-11.660656035386632,-42.697795218738015,-65.43657501383232,25.401018633599385,-19.30143798345762,-43.59042372481517,-66.96103845170936,29.015739924980164,-11.179366894618884,-38.42549648717115,-57.71856554060267,39.03331580921846,-1.018522969048815,-19.047922158880635,-38.77079533630746,3.0,boy,aslu_m_1
-54.17986451006336,-149.08467892050675,-13.983772552656538,88.18982508881508,122.55230284305026,-284.47571703031986,-468.628154595275,577.752393591403,-266.0610387995715,577.752393591403,-1.4234861798403766,-49.433868364854845,14.448382735013736,-93.42471689659729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.29782154220153,75.74018387328636,35.66457389551089,-0.26344812089030706,-28.615854960273246,17.355151605479207,-15.735606992298655,-46.424458546500546,-68.67709584701466,26.510926604897257,-15.426919857156477,-37.76950225088687,-54.179963909951375,33.66342678909779,-4.126831711581676,-22.180787812998556,-36.35699123269003,41.45778400804195,12.784448651287208,-4.447760228953488,-21.269095498606085,4.0,boy,aslu_m_1
-137.0048890397755,-222.51094664183316,-80.10060606188883,39.557798993729754,22.692125333512458,-364.4485448937146,507.39006489123636,507.39006489123636,-306.92305085125446,507.39006489123636,-86.4362543043703,-138.5784187901074,-64.1678753065814,-184.24953311142593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.59180101987454,59.40532774307222,19.847832853840956,-16.819433272062426,-51.08447430416109,17.157007840978245,-7.173797036219447,-27.855608795226672,-50.831552852540234,27.814329883304687,-6.523125476855226,-24.80271214205773,-44.617666750704,32.998690944938915,2.436160732186408,-17.72196888986052,-34.28568048805966,41.01870567555834,7.8912824791600595,-5.258518218750904,-16.186600946416767,5.0,boy,aslu_m_1
-136.12243513807095,-221.03018257457882,-84.01757914088225,39.76953721293165,33.783805686612276,-365.1144042500146,506.16699022658565,506.16699022658565,-308.82264497943584,506.16699022658565,-88.35132888916122,-138.01302190557575,-64.11268470828944,-186.4700319932923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,boy,aslu_m_1
-136.64793110127687,-222.49736940268554,-84.65628037220114,41.82477281538139,33.196812865158606,-366.57726749498795,504.70050679669475,504.70050679669475,-308.54110045175565,504.70050679669475,-84.45631933994272,-138.53544501669367,-62.871463217210355,-184.33992967387016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,boy,aslu_m_1
-137.1271345103635,-223.4281489051172,-80.84864382168783,46.29512774260729,32.917137326900416,-367.82145174659183,503.71243285476555,503.71243285476555,-306.2200766970282,503.71243285476555,-85.91805749872411,-138.77426098546974,-64.19285331312493,-186.01893615569725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,boy,aslu_m_1
233.1108957001983,310.8066555444644,169.17654574286016,37.244007235123846,-418.4208639570545,458.74126837923615,-418.4208639570545,-418.4208639570545,-418.4208639570545,-418.4208639570545,187.28141133800275,243.40999320250313,158.97834773715377,293.3551949057304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,boy,aslu_m_1
-155.9857254459725,-251.25822076420494,-115.01961321745415,-153.73850783531608,-260.6511842209961,-391.09596101866316,477.1944130706886,477.1944130706886,477.1944130706886,477.1944130706886,-109.48256562137271,-165.61999229300577,-89.62898799364487,-216.29689387212414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,boy,aslu_m_1
262.261606299121,333.0127210855523,180.9723824452928,-379.2719745071949,-379.2719745071949,485.6945577201213,-379.2719745071949,-379.2719745071949,-379.2719745071949,-379.2719745071949,216.4679845051093,275.50011133427654,192.0265636917703,329.695919961926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,boy,aslu_m_1
75.87047977642767,128.77407073025128,-58.79369842380695,-58.79369842380695,-58.79369842380695,164.06276749462717,-58.79369842380695,-58.79369842380695,-58.79369842380695,-58.79369842380695,-58.79369842380695,72.55985610971942,-58.79369842380695,87.87611170323719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boy,lex_f_1
