head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,frame,gesture,speaker
-51.36538070286845,-9.407425822503054,-10.838726478040048,57.21255591799425,7.277456709685002,-10.063591368219576,54.24506035512169,17.356721375338733,86.79476319338991,85.95966094805831,-58.99949870942217,-60.62477608379793,-52.51342923114278,-55.03339010359397,26.903251701010436,22.131062831073603,10.684971272042606,2.9789644232297485,-1.212795143741536,5.7523564918451,-4.307039032878224,-11.206779150348957,-16.591068787299605,6.784460651563793,-3.9841186223374976,-11.593042488986198,-18.266945178080363,9.106177863426005,-2.0169932850642693,-9.045487848747415,-14.784369360287045,12.00832437825377,3.6902167624271023,-1.1136435715579895,-5.917503905543081,20.09924296174952,19.27030106413409,16.46316896220797,13.426187198942795,14.575435505638053,9.026419522929148,2.385987870694091,-2.735952899908377,-6.462483647190707,6.128830673262252,-3.7621203482911953,-10.27947114221381,-15.631261574155332,4.396802185576447,-6.306778678306598,-13.053979133568264,-17.82298938451924,2.894623359229692,-6.643397142672259,-10.599777551293638,-15.368787802244611,0.0,finish,savvy_m_1
-51.29722627372278,-9.339290934121806,-10.770226584269805,57.28128436074988,7.345979395380788,-9.995841332407318,53.31363624495997,17.4245627376939,86.86315515896543,86.02762650567968,-58.88651288370576,-60.556679800423346,-52.44507648340503,-54.96539011137375,26.138790447594022,21.294347872369016,10.721772791633414,2.964892727412681,-1.2860873349693107,5.835462819146929,-4.240392221226505,-11.155449752423134,-16.538479765271788,6.925645372352117,-4.778979658850145,-12.384242175370643,-18.11237468088123,9.299495423724196,-1.8116670946350442,-8.823467098312525,-14.206497111161177,12.266807987939295,4.316442978756857,-0.818227013910708,-5.607794513916342,20.744774812391547,19.694382009576852,16.032697982149347,13.389898846298275,13.54956474887999,9.249217111125619,1.6065172511071741,-2.8198620316002523,-7.246241314307681,6.4782599839310935,-4.15807872834012,-10.176864344083924,-15.59062060712952,4.312332209434775,-5.910150963958213,-12.725139746220206,-18.138896009265803,3.54763695415485,-6.06981686653993,-10.87854377688732,-14.891067520716522,1.0,finish,savvy_m_1
-51.11334253370909,-9.193117200941948,-10.711414975970671,57.285181268466495,7.399279712532428,-9.757548476109475,53.59367396120281,15.684955672297853,86.90524114080415,86.2140365129841,-58.76813418701363,-60.401107691156945,-52.350915899554956,-54.78678730383109,26.41533328937451,20.694773091785294,10.909308122309813,4.787206367023377,0.49678621883146484,6.668377169031989,-3.2931139818350568,-10.105541164363098,-15.08628673979662,7.4081917911876864,-4.272223278621052,-11.887733576543528,-18.587403070918747,9.063847216890643,-2.616567852918095,-9.717778904990528,-15.501607595818482,11.12104420029082,2.7024507869739076,-2.1655371003067905,-7.033524987587482,20.676738173150262,20.188066372878673,16.467606089226,13.174218885954758,14.087904787182987,8.480532960608496,2.199693174091959,-3.0442632714160434,-6.885862015424224,5.737416277498994,-4.3234235331355695,-10.359927419516307,-15.786621045269957,4.213920115643672,-6.029656875236538,-12.85870820249001,-18.28540182824366,3.482971394661086,-5.358247894719298,-10.175131259845863,-15.601824885599509,2.0,finish,savvy_m_1
-51.18678041561678,-9.28303180219712,-10.649390268159271,57.52016922037867,8.568491657991647,-10.058213518403488,53.19692429015913,15.440448553684929,86.99816502931493,86.0311961123511,-58.79400514050354,-60.51205703414427,-52.32143779380859,-54.95047889104728,27.57678547678885,25.440302134512272,13.81776346934149,3.468130029651205,-1.8303717535901083,6.508680734196898,-4.5381391864431535,-11.478384058376356,-16.52951571482532,7.7006074687313655,-4.9474662951275565,-12.544408402537513,-19.196793902205354,8.892534203265834,-2.8109829528509716,-9.791717070257185,-15.171197344444531,10.41280955553868,3.103726820394086,-1.659545463789513,-6.422817747973119,22.11783936940653,21.415307857537233,17.265305182920777,13.115302508304321,13.186822348138149,8.681331622097376,1.576052072591232,-3.7707875494968315,-7.710453000101468,6.0773205031423405,-4.757287272956616,-10.87817824674781,-16.365946400758702,4.106432203967607,-6.235981284273874,-12.497800789987894,-17.985568943998786,3.542718076276303,-5.533449772404576,-10.24716657471234,-15.101811908942933,3.0,finish,savvy_m_1
-51.10056950440006,-9.252139233797097,-10.606178476848214,57.704224467091564,8.718634412034225,-10.044916779657985,53.17907504059687,14.422995768666457,87.12310041857283,86.08149808066968,-58.69253749187912,-60.4377728248492,-52.20232216673464,-54.89309170946528,27.030891624413055,25.186720367455038,14.246595040010046,5.161870198087723,-0.21205367278924303,7.7414641121160015,-3.2098904438936673,-10.450444028857978,-16.389971428243484,7.356908940733862,-5.268797743672085,-12.882677271453865,-19.19553061365684,8.273379954930531,-3.424626486714076,-10.484131714551989,-15.869284813993623,10.490877154706014,2.1303457412892874,-2.700433058208477,-7.531211857706243,22.58403113652566,21.629079264326876,17.1915943304714,12.754109396615924,12.550421805806447,8.632736862616087,1.281457584966633,-4.18107997556809,-8.232351755087477,6.196418454921509,-4.819919447911243,-11.033721289835288,-16.587521632133317,4.420101546852941,-6.027497638117103,-12.992563761430468,-18.546364103728497,4.05505041979971,-4.981282984155,-9.875081826827016,-14.017616388109712,4.0,finish,savvy_m_1
-51.187049035625286,-9.280507418603385,-10.631675725500562,57.46960288008147,8.53537280983281,-10.021156895278445,53.24986605429773,15.421344990771702,86.97786750322533,86.04915925092276,-58.80208506740433,-60.50619967388667,-52.33857294106006,-54.93596673177302,26.798670187984833,23.32805212884531,12.242096810761783,5.219384115852625,1.3450359220020136,7.4788117708589175,-2.881159854432542,-10.6039149660702,-16.49691383347621,6.886187206824083,-4.388662540583199,-12.407729934238274,-18.704458936355362,8.930779156443055,-1.8329226035594872,-9.851989997214561,-16.552449134042735,9.65676284923512,2.1488434429847887,-2.721859449611742,-7.592562342208267,25.054049270258563,22.780340141592838,16.957888623568355,11.85629817534258,10.996529706456858,8.502026144705644,0.6003358567372323,-5.110989742017645,-10.129235750791219,5.757489264597812,-4.916519383295834,-12.04178564183073,-17.725329760768208,5.17553559388611,-5.470691574190136,-12.568176352907631,-18.251720471845108,5.286661513155718,-3.9456249951405096,-8.908308044279277,-13.898772573235444,5.0,finish,savvy_m_1
-51.112902017277115,-9.200509194640118,-10.621733680528973,57.43585519475644,7.54009892871277,-9.867298716068193,53.43751454552822,15.512540996409903,87.00877271460695,86.1618993484329,-58.74462266756112,-60.41892312783042,-52.30049680086431,-54.83019552367689,25.981790134201052,22.406549644726024,13.868212576750324,7.063592794673574,3.8566569459137603,7.409453991546882,-2.256240442416373,-9.321358947531207,-15.021064807462304,7.018705906989758,-4.012401172157228,-12.074627681740578,-18.272887543905934,7.625065826901151,-3.5362906137648773,-10.233104478164496,-16.929918342564115,8.599730387527755,0.905808518659627,-4.057288059841044,-9.020384638341712,25.069437259021132,22.916218049852457,17.224593179475406,12.242970657681841,11.503953104825587,8.03518393387184,0.9409634888914499,-4.7274492180674015,-9.69166261729731,5.934192092394115,-5.396830280669034,-11.769442295356829,-17.432051961461127,4.5432025994998835,-6.072014384125219,-12.438823357958459,-18.10143302406276,4.56641476291809,-3.9245982158110815,-9.587207881915381,-13.83561589170724,6.0,finish,savvy_m_1
-51.92618038742652,-9.966149215001355,-10.437679344819665,56.58991720661852,12.889362470787205,-10.66813219988019,51.661287921686274,18.696815971578214,85.1220338281114,85.41909920448079,-59.526021582152175,-60.180264407585646,-53.09556953104053,-54.57851993535643,1295.4991124148387,-45.84873298679423,-55.051464913132385,-60.00463740182216,-64.94386932481198,-57.9356199457978,-68.55951853991871,-76.35502436417404,-82.72936352064659,-56.514453278015026,-67.13138158928597,-74.91991713069132,-81.28728600431388,-55.0793460445323,-64.99266130476182,-70.64944684449301,-75.60261933318279,-53.64423881104957,-57.88682796584796,-61.418833786754966,-64.94386932481198,-54.867289195766794,-61.27100806531349,-66.30880695292011,-69.21738869548633,1287.7534497296474,-69.90034868645657,-74.95421500848911,-77.14770189123324,-78.61002647972931,-66.3570092561979,-69.31379330204193,-68.6790356143495,-68.74330535205323,-61.39954754072096,-61.512019581702496,-61.57628931940623,-60.92546419728785,-55.74305839984785,-54.40927328675923,-53.742380730214926,-53.075488173670614,7.0,finish,savvy_m_1
-53.02141500773853,-12.084546573850433,-10.032057614626128,54.091334185382784,22.806231761098772,-13.194048001943768,51.04019327397089,27.96471113023886,83.26847497586887,83.04648840433283,-60.5653152567862,-62.395865581095244,-54.01982727682236,-56.90435841803038,-17.64715854037147,-8.565829291921156,2.5858602140833593,10.997153181188102,18.898387510593977,1.5958686454443556,9.847183968902387,14.657940765356344,19.468697561810302,-3.5348434383030254,2.836214978006256,6.27677350501033,11.43761129551644,-9.87577614785358,-4.364857363295315,-1.4343574739901077,2.006201053013966,-14.846510587954247,-14.656407237548807,-13.446186611745635,-12.235965985942464,22.50975424830119,15.852827020023057,4.369980775577864,-4.136207455479911,-11.415639281574117,2.8633989782155433,-7.050011655848763,-14.067870880212821,-19.858973699613315,6.1016295933331195,-3.550208439001037,-9.60288386013168,-16.35917048276559,9.781898808223813,2.322000984086638,-2.2423454303502917,-7.068264446517371,14.950497029808222,9.159394210407727,5.298658997474065,2.1415349860436694,8.0,finish,savvy_m_1
-53.99489344132937,-12.98608595216341,-11.534251758907637,54.090771003504365,25.03641923209147,-13.513066328010044,55.02961483074701,33.45435576114452,81.87942117054044,82.42620068320613,-61.72876264058472,-63.24924074240652,-56.32273668024736,-58.587745137584925,-12.057593127235391,-3.5036845131427676,6.62876151257813,14.60188229714685,21.910822901675573,2.8104651333703443,8.791045377819076,13.19308821063953,16.930950863419987,-2.669761007981814,1.9824588763869246,4.972748998611291,8.046431471351749,-9.064344380922256,-5.8238772071496046,-4.1619474450052305,-1.1716573227808644,-14.7947475738227,-15.20875070231441,-15.78953853183831,-15.62275383080612,-18.00053420093853,-9.337310500564799,1.4489373443320686,10.762793385453108,18.33410181827521,1.3881309537519393,9.229595191097156,14.948035283919243,17.942333232591842,-2.80840299417337,3.5606694393960225,7.045764655993897,11.892930944666515,-9.12796108662181,-4.992233529276629,-1.9979355806040289,-0.3657087040061728,-15.827995715294444,-13.32449503454712,-11.692268157949263,-9.078446745500859,9.0,finish,savvy_m_1
