head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,frame,gesture,speaker
-54.92711627010018,-12.98158273117475,-9.784102618489703,40.1782113797431,59.037472809927344,-17.25579976420333,35.772025754050375,49.73204983479519,75.57856115841494,76.20840671020117,-62.34195659059141,-63.46107463003118,-56.47864997197109,-59.27644507057052,-260.6866844276719,-260.6867270392833,-254.32284413021253,-247.2518331341853,-241.595007292719,1084.230399117436,-247.25173370709248,-250.08013242395526,-255.02985858620582,1084.230399117436,-250.78717528768934,-255.02981597459467,-257.85825730306857,1084.230399117436,-254.32265947989742,-257.1510866045009,-259.2724282537592,1084.2303991174363,-263.51504053292365,-261.3937130875358,-260.68659920444975,1213.3375651739275,1213.3375651739268,-133.67156520006935,-137.1513241825573,-139.90021281379708,-125.12332996986827,-130.9068044984884,-133.8144138331396,-135.99115281654272,-119.51444821500064,-126.71204723509355,-131.04965313155864,-133.92551832552755,-115.31969095160578,-123.2164161822645,-127.53815000838844,-130.41401520235735,-113.2540564605906,-119.0057868485285,-123.29577653397017,-126.87076793850493,0.0,again,savvy_m_1
-54.69097873470613,-12.720605909028246,-8.994138581072288,39.849115119248324,58.60019117847324,-15.585842780878039,35.74725378658389,48.94725613170741,74.64809879254571,75.77354314928236,-62.19480171323739,-63.081660745000434,-56.45603099678178,-59.84139869713656,1086.6620212516248,-261.7890347160604,-255.39582037233163,-248.30882174584838,-242.63602664897024,1086.6620212516248,-246.22214190476592,-251.17984474761263,-255.42778232924715,1086.6620212516248,-249.08251092089168,-254.73932503931204,-258.26684337409586,1086.6620212516248,-252.63666421977177,-256.8739478157678,-260.40146615055164,-266.77337252300345,-263.2458541882196,-262.54141591982665,-261.12721239022164,1214.8672671742736,1214.8672671742738,-133.54244772739102,-136.32956706635758,-140.5033836441983,-125.71660242591753,-130.76905324964278,-133.66597147835603,-136.54916484585092,-120.10118916432937,-127.28172286062998,-131.60651291187233,-133.77577036810268,-115.19971181400575,-123.0804565603526,-127.39152175037663,-130.96120130669942,-113.82673943634997,-119.56567644890313,-123.14908086644428,-126.71876042276706,1.0,again,savvy_m_1
-54.83249525264103,-12.871517433477626,-8.954884528832105,43.076829669959814,57.52595055661659,-15.936782100177982,35.340685511144684,48.695351525251716,74.57773698234695,75.50180520394177,-62.300283584781305,-63.24905598161713,-56.51081006170514,-60.06253050602922,958.5382237007475,-389.91003452344574,-382.81690626254186,-376.43750982156905,-370.06253237443696,958.5382237007476,958.5382237007476,-378.596381256725,-382.84342022558593,958.5382237007476,-377.2042695675883,-382.8610962009488,-385.68067152994763,958.5382237007476,-380.0459398657907,-385.6983475053103,-387.10813516980977,958.5382237007476,-392.77379979085146,-390.6546993002616,-388.53559880967185,1215.2273099125903,1215.2273099125905,-133.1917961441686,-136.68364550090982,-140.86391096581713,-126.07123318693256,-131.11410561569255,-134.00463429211078,-136.88272076455144,-119.73862396968354,-126.90895574282999,-131.22608545149097,-134.8050302360754,-115.53347409682101,-123.4046641821112,-127.70935168679456,-130.57499595525763,-113.45578356834496,-119.18707210527104,-122.76601688985546,-126.33251947046226,2.0,again,savvy_m_1
-52.8086269752239,-12.79774869727197,-10.438877114166948,54.10191610410984,31.163010981492945,-14.225170443327306,38.438335429053794,51.28105884404812,72.9348302373975,78.5033645993752,-61.56552406120958,-61.00792277669817,-56.194564002933376,-57.38408212464617,829.5709952744783,-516.7615547377264,-508.9853335615049,-502.6228918698269,-497.67422966269226,829.5709952744785,829.5709952744785,829.5709952744785,-509.6896192363833,829.5709952744785,829.5709952744785,-507.5676479758714,-511.1033987209269,829.5709952744785,-507.5659119309425,-511.101662675998,-513.9305236787816,829.5709952744785,-518.1718621324122,-516.0503248831326,-515.3430011296285,1219.7864039652784,1219.7864039652784,-141.57576064610464,-143.7330279588549,-145.89029527160517,-131.005767831965,-131.5902430475678,-132.93226847846276,-133.5744353606287,-124.62050339355889,-126.60469570661978,-127.93229822087396,-130.00302803377954,-119.64937896925161,-121.63357128231254,-124.3897367273064,-126.46046654021198,-116.07797164240249,-118.09100978874497,-120.86159815037958,-122.94675087992594,3.0,again,savvy_m_1
-51.024441745600306,-13.01638433300229,-12.63898623650008,48.53677283311425,15.399358951152664,-12.423626334919359,41.484326687543415,53.73202308273993,77.2076021342712,80.8002121758075,-58.94459496396672,-59.08363636794124,-54.845476950809,-55.183148931889946,-68.15132271274322,-69.56254023024835,-61.779874037665955,-55.412419619027595,-50.460176974333265,1276.765439839637,-53.30158472742881,-57.543225792821815,-61.78586542232459,-61.7888611146539,-59.669039146067156,-62.49646700162591,-63.90868308324062,-68.15431840507271,-64.6212817907615,-65.32689054951396,-67.4467125181007,-74.51977569549153,-71.69334640404256,-70.27913319420831,-68.86392142026428,18.852967512468854,17.053030727603986,13.169413204997106,13.811628110311053,17.8295355866757,13.602611156993603,1.1081087532223728,-5.785148365317588,-12.678405483857553,10.159773609064022,-2.9097987231422726,-10.736596722554115,-16.337842007785383,7.0754070135712555,-4.702153485326346,-12.170480532301374,-17.77172581753264,3.415970489643425,-6.136037295073606,-11.737282580304875,-15.11297515135557,4.0,again,savvy_m_1
-48.19672720370879,-11.264915529860929,-13.63156300432018,37.42303899345776,0.6188275752333171,-7.839427714559652,45.609046532729636,57.18937329494449,74.17903458004965,84.77367170694164,-57.60492373413536,-55.757200901806904,-53.281654327139215,-52.21658026782553,960.3185850386809,-389.545064623039,-383.17610386868796,-376.8093660873082,-371.1491791254818,960.3185850386814,-371.87017926934806,-378.2324711047855,960.3185850386814,960.3185850386814,-378.944579356767,-385.30687119220426,-386.719972831311,960.3185850386814,-383.8971040125544,-387.43208108329253,-390.9670581540307,960.3185850386814,-391.67694343304095,-392.38460573908,-393.7999303511579,16.313922601034378,16.99902809405661,13.949563028920602,13.905414015628162,18.461348822291896,12.218536505324737,-0.07905692862199205,-6.410167272174027,-12.240391607085467,9.393628222256867,-2.9039652116898638,-10.601474825680423,-16.067071907434528,7.069605947829592,-4.863360232959805,-11.695356585152433,-17.160953666906536,2.8782983943231932,-5.45635598379122,-10.056439803747391,-13.654751606422373,5.0,again,savvy_m_1
-49.321872637329975,-12.360668812661087,-15.484746449105746,29.486280918979155,23.007484852403454,-8.15970015468207,48.30117842177219,53.51638348387444,72.43724448017875,82.77914104824144,-58.853682721578,-56.73543248789541,-55.66758240236937,-52.94402753982788,-191.36256264311697,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,1153.5572184089704,1147.9452723887473,1143.023636778389,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,-191.362562643117,16.241026961818612,18.699934678172582,15.897222199517307,13.589902675480932,18.516746636559112,11.787004634433695,-0.873910030563078,-6.9566708857520165,-12.053160095888293,9.653844623640529,-4.158472671281869,-11.392636156396437,-17.64052799645834,7.3555536279744,-4.319089391969709,-11.718383861957237,-18.131406686892106,4.07099098725561,-4.479706112657549,-9.906457292539756,-14.181805842496335,6.0,again,savvy_m_1
-49.937780965378586,-13.025862790188647,-15.715311531066986,31.48081791441506,25.435356588142263,-8.203254780779583,45.153295525530275,54.60998410632134,75.1048387434335,81.9916457972482,-58.40145781537635,-58.5025943118905,-56.167162050331484,-53.82251443007857,-255.2361762101194,1092.4949711635434,1086.8627596866925,1082.644738099327,1077.012526622476,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.23617621011988,-255.2361762101199,-255.2361762101199,-255.2361762101199,-255.2361762101199,-255.2361762101199,16.49912720931854,18.074349730896387,15.549165390727442,13.303066190043564,17.55643370633621,11.448758528980647,-0.1413311227437417,-7.212386203493731,-13.15368264150012,9.175823158690125,-3.4044825660353273,-10.61508021652785,-15.70570315127571,6.902887788399604,-4.826744433067319,-11.047126010558776,-16.277291515049168,3.360651205622948,-5.258790227098245,-10.488955731588637,-13.738689090076901,7.0,again,savvy_m_1
-50.49824185127857,-12.619886593037053,-15.7379621520921,31.30887477839856,23.824525607556534,-7.348312078090623,46.04168010645311,55.24755273696294,73.33949537654105,81.6014663592434,-59.03228701948366,-56.99612967721334,-55.924548938106696,-53.20622665585358,-191.16224662025098,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,1151.6492555809928,1146.7441335330525,1142.5270500504694,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,-191.16224662025084,15.98925266453673,17.65734539420815,15.229087878566336,13.062071284657266,18.357563656995683,11.002117172386734,-0.4261215783076075,-7.366148701089605,-12.453931392514546,9.802975045361542,-2.747316612310886,-10.94001710293734,-16.158420255228652,7.481780011358264,-4.0770792002024505,-11.408967705583565,-17.749423764852967,3.047099624265186,-4.546029802848673,-9.76443295513999,-13.99140366131959,8.0,again,savvy_m_1
-50.370444698156334,-12.536667987076868,-16.180499510548128,28.68396704866751,23.959878360830718,-6.714721902709464,47.79651867533962,54.888518451149835,73.02289916461203,81.92515393527377,-58.989471364215866,-56.779235153468974,-55.94128432777233,-52.76461069192556,-255.87325446472906,-255.873254464729,1089.050448186212,1084.1181260224603,1079.1858038587084,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,1097.490947833012,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,-255.873254464729,15.515693022476864,17.238906726438596,13.75090708069585,13.740514021241031,18.074530929782433,11.76667276266126,0.2268151269259524,-6.7180049861951066,-12.796021717607886,9.416890172154446,-3.1150846225981543,-11.302649449354538,-16.513862799059037,7.067107581647632,-3.605946672379394,-11.793511499135777,-17.99684200785757,3.599894054814511,-3.9714949448516177,-9.182708294556114,-13.401804485243321,9.0,again,savvy_m_1
