head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,frame,gesture,speaker
-55.78156208215699,-11.92556239187353,-19.826781673622406,33.94649850693985,-18.113106360143895,-5.182188288538265,50.89138727942329,107.84489295826604,70.94504019655534,87.88360985770179,-64.87141648117546,-61.46577993498341,-59.533012684930355,-54.81201890146198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68922487894276,23.363066335190844,16.819293790281076,10.58228364871553,9.189132574331396,6.505330589894666,-2.390041017437323,-8.166907553986537,-12.537902756816477,4.153731527472444,-5.367885145883128,-11.144751682432345,-14.8895018192387,3.987630066465191,-5.53398660689038,-10.684608077416014,-13.649731946526678,4.447773671481519,-2.8883454004590816,-7.259340603289021,-10.224464472399685,0.0,thankyou,savvy_m_1
-55.99660799940878,-12.147995029021423,-20.111014013260025,33.63452502238416,-18.354618101201584,-5.344099371020054,51.71615806211199,107.66757360214753,71.64904721024615,87.83829962622893,-64.11047128306977,-62.652711663921906,-58.787949807819636,-55.00013625439554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.619112031287166,23.361079816912806,16.684188064401095,10.362212927034074,8.8621328045738,5.637362557818184,-2.5229783333444225,-8.312578547994399,-12.699143285874968,4.15391341916729,-5.409462948764723,-10.586274578816168,-14.972839316696737,4.073499757285804,-5.48987661064621,-10.666688240697654,-13.650217501808816,4.605874680002848,-2.764219318988882,-7.150784056869451,-10.134313317980611,1.0,thankyou,savvy_m_1
-55.754893554012455,-12.917155124800761,-20.116545523911583,33.709047490188055,-18.207965200973057,-4.914080086847261,52.151238606852246,108.2203943396167,69.68608725188606,87.88582579799937,-63.90047266559991,-62.54434018470934,-58.63464971365685,-54.66249143203127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.613917366318763,23.32776276261192,17.418596014563246,10.288881504374737,8.769024522994131,5.588607075877528,-2.5797385763886784,-8.371512725258716,-12.76082249192678,4.1216186727920485,-5.449191361676133,-10.630691629476253,-15.020001396144316,4.0570946519085425,-5.5137153825596386,-10.695215650359758,-13.682061034825846,4.602844512094953,-2.7733106390391935,-7.162620405707256,-10.149465790173345,2.0,thankyou,savvy_m_1
-54.869558012038226,-11.996243948193369,-18.89266825463492,34.88945631403625,-16.207632184571136,-4.287205081020714,52.770721033210194,94.31418871334085,71.87796267016368,88.62463866052656,-62.97160844441045,-61.71529571320906,-57.62812773461485,-53.908628018584835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09069330846811,23.947541153752137,17.81214665363078,10.04765540201352,9.290627700403483,6.183344006722274,-3.588757847195891,-7.982492902602729,-12.982345850309036,3.9481293629269154,-5.634715565588739,-11.619200256399532,-14.611442601804926,3.9097822468349794,-5.0669447893812105,-10.862172554789492,-13.85441490019489,4.477553023042507,-2.9084243777697276,-7.302159433176567,-10.294401778581966,3.0,thankyou,savvy_m_1
-56.49048907699901,-13.62524520415388,-20.59236557172833,32.173490389413494,-9.98127422892575,-5.847588663320487,50.2276494724192,107.34107205442083,71.16711501402752,87.17084103282608,-64.60273441846269,-62.16424228981162,-59.277337224028805,-55.498891285676486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.32648698074601,25.385917894475742,16.88369363623769,9.46421509781519,7.040364442637703,7.40915630084044,-3.664845185465135,-10.30924607724848,-14.73884667177071,6.227792865764865,-4.84620862054071,-12.31499601659322,-17.568983115384615,5.870815934958456,-4.637158262624336,-10.715531865684898,-15.969518964476295,6.645893581597613,-1.6472803187240654,-6.076880913246296,-10.764840723314908,4.0,thankyou,savvy_m_1
-56.877812366438185,-13.938961244559536,-21.038288693446493,32.7027158148972,5.79938015802528,-7.827278485879648,49.204632123291674,104.19931514623637,70.20038064006512,85.82770486790896,-66.0326484026956,-63.68200118781871,-61.36045877605429,-57.1766795935322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.18945930234583,22.973070661532855,14.52604009118742,8.460043446968193,7.27665312826483,9.85600413475954,-0.8800284658875676,-8.037383532985642,-14.542774204100303,8.218966500441274,-4.033565261260642,-11.949169908886118,-18.454560580000777,7.23389326210642,-4.366674103612083,-10.872064774726741,-16.619205865314,6.142534839227575,-2.531319388925301,-7.626496083529149,-11.963423197605588,5.0,thankyou,savvy_m_1
-58.45582366768056,-14.495793419832951,-21.250418863907885,33.64489426925843,9.944141039557243,-8.730179828258738,50.258706322102135,103.36967386526851,68.98917969772826,86.0774324046244,-66.41376035675056,-64.19621666768356,-60.82120360268531,-57.92063119173948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.70499057413454,22.043026425915542,14.79257468847247,7.824685121329298,7.118279695579538,9.587862669283764,-1.3188811835384253,-7.862927495231739,-13.632763855020253,7.971638239319134,-4.342244432162695,-11.660500695760806,-16.797408188794478,7.129623761259302,-3.777120091562885,-11.095376355160996,-16.232283848194665,6.920538149954317,-2.5790668842082316,-7.715974377241902,-12.078671918370778,6.0,thankyou,savvy_m_1
-57.94486082348714,-14.984904099471558,-20.873850239715683,33.9626000686921,8.383543571582493,-8.107423985574572,49.899997321426184,103.96736863437316,67.39358475279386,85.59793443381433,-65.92158897192157,-63.656609687212296,-60.36083872717701,-57.35495224812236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.447188929874724,23.25631497555685,15.065444821474344,8.473093946419521,6.081479631615492,9.061750619514289,-1.1365155389590629,-8.534290657265222,-13.534286857029853,8.454600135207038,-4.742430822377593,-12.140205940683753,-17.939461779962226,7.847449650899788,-3.949335786601247,-11.347110904907405,-16.54538086361612,7.042025407648454,-2.555254870255146,-7.753524828963863,-11.551549267588985,7.0,thankyou,savvy_m_1
-57.263968516484496,-13.312800411858149,-20.162203955760404,34.68775098429004,9.08587679156927,-7.452040969210237,50.553707516881396,93.06540387081895,68.10397110054136,87.26793150893042,-65.23640840727877,-62.982270160106495,-59.66838264680161,-56.68656670553133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.68894117418826,23.461132017532293,15.83034513900882,7.807835405414836,5.979264136333231,9.244683819425916,-1.7627604852428613,-8.367227068044128,-14.169442677485998,7.8642511950699205,-3.945444082958254,-11.949148553333877,-17.154377248560785,7.286069544073325,-4.523625733954849,-11.128092316756115,-16.538585071127464,6.502623833932291,-2.303331609802732,-7.508560305029643,-11.314551112682196,8.0,thankyou,savvy_m_1
-57.4334432158706,-13.461583568344551,-19.095393143188733,35.8621746576391,8.943202705554771,-7.827773993500346,49.17387244930129,91.86730765620071,71.13794718284657,86.1107268868518,-65.37121770990022,-63.20436787342169,-59.744749708114334,-56.95670232605384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.969421158861405,23.371187266757566,14.973345926629431,7.774670620349892,5.976534753441651,9.172266897489063,-1.8272422245440891,-8.426947697763978,-14.226800359175035,7.770991517161959,-4.628566617468987,-12.028124902497717,-17.227781363119817,7.169568948643691,-3.829940173389462,-11.22949845841819,-16.42915491904029,7.168342580914381,-2.4311175285209803,-7.63077398914308,-11.430381437167386,9.0,thankyou,savvy_m_1
